0.0010000000,-0.0106129676,300.0017028809,-0.0000286864,-0.0000295986,-0.0000659042,-0.0000721984
0.0010000000,100.2125370026,300.0007217407,-0.0000283215,-0.0000295986,-0.0000672725,-0.0000729281
0.0010000000,200.2413917542,300.0011825562,-0.0000287776,-0.0000293249,-0.0000667252,-0.0000735667
0.0010000000,300.1339080811,300.0016723633,-0.0000294161,-0.0000294161,-0.0000671813,-0.0000733842
0.0010000000,400.3799133301,299.9997406006,-0.0000298722,-0.0000296898,-0.0000674549,-0.0000735667
0.0010000000,500.4054962158,300.0006790161,-0.0000295986,-0.0000289600,-0.0000674550,-0.0000751174
0.0010000000,600.4523132324,300.0009216309,-0.0000295074,-0.0000291425,-0.0000683672,-0.0000746613
0.0010000000,700.4476959229,300.0019332886,-0.0000275005,-0.0000276830,-0.0000623466,-0.0000669989
0.0010000000,800.4920471191,300.0006576538,-0.0000264971,-0.0000279566,-0.0000618905,-0.0000663603
0.0010000000,900.5886291504,300.0011596680,-0.0000264971,-0.0000281391,-0.0000620730,-0.0000673637
0.0010000000,1000.5897796631,300.0010894775,-0.0000270444,-0.0000284127,-0.0000606134,-0.0000592451
0.0010000000,1000.1774810791,300.0012847900,-0.0000217536,-0.0000282303,-0.0000619817,-0.0000680022
0.0010000000,1500.3780578613,300.0011016846,-0.0000309669,-0.0000292337,-0.0000686408,-0.0000772155
0.0010000000,2000.5403198242,300.0009399414,-0.0000304195,-0.0000295986,-0.0000683671,-0.0000753910
0.0010000000,2500.3146606445,300.0010192871,-0.0000308756,-0.0000291425,-0.0000687320,-0.0000764857
0.0010000000,3000.5153076172,300.0012603760,-0.0000285039,-0.0000290512,-0.0000639885,-0.0000721983
